mu,sigma,centroid_defect,log_mass_ratio
0.15000000000000002,0.012,5.292641534204127,-10.875639937004168
0.15416666666666667,0.012,0.0,-10.875639937004168
0.15833333333333333,0.012,0.0,-10.875639937004168
0.1625,0.012,0.0,-10.875639937004168
0.16666666666666669,0.012,0.0,-10.875639937004168
0.17083333333333334,0.012,0.0,-10.875639937004168
0.175,0.012,0.0,-10.875639937004168
0.17916666666666667,0.012,0.0,-10.875639937004168
0.18333333333333335,0.012,0.0,-10.875639937004168
0.1875,0.012,0.0,-10.875639937004168
0.19166666666666665,0.012,0.0,-10.875639937004168
0.19583333333333333,0.012,0.0,-10.875639937004168
0.2,0.012,0.0,-10.875639937004168
0.1,0.012666666666666666,11.34081717774264,0.8942079606814479
0.10416666666666667,0.012666666666666666,11.089431047709978,0.875968903015061
0.10833333333333334,0.012666666666666666,0.0,-10.875639937004168
0.1125,0.012666666666666666,0.0,-10.875639937004168
0.11666666666666667,0.012666666666666666,6.27896007226338,-10.875639937004168
0.12083333333333333,0.012666666666666666,0.17686816005889677,-0.0626883840339642
0.125,0.012666666666666666,0.07387164016605073,-0.060412896491694575
0.12916666666666668,0.012666666666666666,0.1283950503117472,-0.05179910202295777
0.13333333333333333,0.012666666666666666,0.2874830893333974,-0.05412960653550836
0.1375,0.012666666666666666,0.24495818482474355,-0.07512900578715635
0.14166666666666666,0.012666666666666666,0.40281220497550474,-0.054439247044200605
0.14583333333333334,0.012666666666666666,0.0,-10.875639937004168
0.15000000000000002,0.012666666666666666,0.0,-10.875639937004168
0.15416666666666667,0.012666666666666666,8.80090131783763,-10.875639937004168
0.15833333333333333,0.012666666666666666,0.0,-10.875639937004168
0.1625,0.012666666666666666,0.0,-10.875639937004168
0.16666666666666669,0.012666666666666666,0.0,-10.875639937004168
0.17083333333333334,0.012666666666666666,0.0,-10.875639937004168
0.175,0.012666666666666666,0.0,-10.875639937004168
0.17916666666666667,0.012666666666666666,0.0,-10.875639937004168
0.18333333333333335,0.012666666666666666,0.0,-10.875639937004168
0.1875,0.012666666666666666,0.0,-10.875639937004168
0.19166666666666665,0.012666666666666666,0.0,-10.875639937004168
0.19583333333333333,0.012666666666666666,0.0,-10.875639937004168
0.2,0.012666666666666666,0.0,-10.875639937004168
0.1,0.013333333333333332,34.276634225063106,0.8734909900534408
0.10416666666666667,0.013333333333333332,13.405021605703407,0.8907408363994989
0.10833333333333334,0.013333333333333332,13.00931196602252,0.9004740119394135
0.1125,0.013333333333333332,5.050470019743658,-10.875639937004168
0.11666666666666667,0.013333333333333332,0.0,-10.875639937004168
0.12083333333333333,0.013333333333333332,10.460444982573318,-10.875639937004168
0.125,0.013333333333333332,0.1330297371375076,-0.05201240241171159
0.12916666666666668,0.013333333333333332,0.09061240677814855,-0.04286929580083438
0.13333333333333333,0.013333333333333332,0.07716082918288666,-0.04646836171328734
0.1375,0.013333333333333332,0.14405876407694482,-0.049890196823811836
0.14166666666666666,0.013333333333333332,0.10038477088929482,-0.04666421453171492
0.14583333333333334,0.013333333333333332,0.18824471493393907,-0.04540700381795687
0.15000000000000002,0.013333333333333332,0.0,-10.875639937004168
0.15416666666666667,0.013333333333333332,0.0,-10.875639937004168
0.15833333333333333,0.013333333333333332,0.0,-10.875639937004168
0.1625,0.013333333333333332,0.0,-10.875639937004168
0.16666666666666669,0.013333333333333332,0.0,-10.875639937004168
0.17083333333333334,0.013333333333333332,0.0,-10.875639937004168
0.175,0.013333333333333332,0.0,-10.875639937004168
0.17916666666666667,0.013333333333333332,0.0,-10.875639937004168
0.18333333333333335,0.013333333333333332,0.0,-10.875639937004168
0.1875,0.013333333333333332,0.0,-10.875639937004168
0.19166666666666665,0.013333333333333332,0.0,-10.875639937004168
0.19583333333333333,0.013333333333333332,0.0,-10.875639937004168
0.2,0.013333333333333332,0.0,-10.875639937004168
0.1,0.014,22.208002257718622,0.8779015059712719
0.10416666666666667,0.014,7.751407763840907,0.8944203594535696
0.10833333333333334,0.014,13.786404012816046,0.9125554934787018
0.1125,0.014,10.872688442730238,0.9333301466418824
0.11666666666666667,0.014,8.782128622421746,0.9442865104042388
0.12083333333333333,0.014,0.0,-10.875639937004168
0.125,0.014,0.1964055046334983,-0.04454011707817942
0.12916666666666668,0.014,0.09784587534434723,-0.040815786698211544
0.13333333333333333,0.014,0.09701063788038895,-0.03622162621717683
0.1375,0.014,0.0671731514446133,-0.0339834846964424
0.14166666666666666,0.014,0.06699549189475902,-0.032503386933999026
0.14583333333333334,0.014,0.06123243906719108,-0.03354083420725523
0.15000000000000002,0.014,0.09648062290080699,-0.027131303997125777
0.15416666666666667,0.014,0.0,-10.875639937004168
0.15833333333333333,0.014,0.0,-10.875639937004168
0.1625,0.014,0.0,-10.875639937004168
0.16666666666666669,0.014,0.0,-10.875639937004168
0.17083333333333334,0.014,0.0,-10.875639937004168
0.175,0.014,0.0,-10.875639937004168
0.17916666666666667,0.014,0.0,-10.875639937004168
0.18333333333333335,0.014,0.0,-10.875639937004168
0.1875,0.014,0.0,-10.875639937004168
0.19166666666666665,0.014,0.0,-10.875639937004168
0.19583333333333333,0.014,0.0,-10.875639937004168
0.2,0.014,0.0,-10.875639937004168
0.1,0.014666666666666666,17.20480281686169,0.8816086574809362
0.10416666666666667,0.014666666666666666,7.4584153402593225,0.8965567533211456
0.10833333333333334,0.014666666666666666,17.73660999887759,0.9097568786724306
0.1125,0.014666666666666666,9.99284719302841,0.9187717535901955
0.11666666666666667,0.014666666666666666,12.27037426217205,0.9382895791615405
0.12083333333333333,0.014666666666666666,8.456649329649622,0.9368317475932544
0.125,0.014666666666666666,0.0,-10.875639937004168
0.12916666666666668,0.014666666666666666,0.07834045621465383,-0.03592618507934058
0.13333333333333333,0.014666666666666666,0.0819727700973957,-0.03397986447701658
0.1375,0.014666666666666666,0.04542755574612107,-0.022292536172306
0.14166666666666666,0.014666666666666666,0.03338487096797288,-0.02230208708685395
0.14583333333333334,0.014666666666666666,0.06930312334046751,-0.020498489674845626
0.15000000000000002,0.014666666666666666,0.04966570327842505,-0.018139446687987556
0.15416666666666667,0.014666666666666666,0.1266059583177856,-0.015477301587518824
0.15833333333333333,0.014666666666666666,0.0,-10.875639937004168
0.1625,0.014666666666666666,0.0,-10.875639937004168
0.16666666666666669,0.014666666666666666,0.0,-10.875639937004168
0.17083333333333334,0.014666666666666666,0.0,-10.875639937004168
0.175,0.014666666666666666,0.0,-10.875639937004168
0.17916666666666667,0.014666666666666666,0.0,-10.875639937004168
0.18333333333333335,0.014666666666666666,0.0,-10.875639937004168
0.1875,0.014666666666666666,0.0,-10.875639937004168
0.19166666666666665,0.014666666666666666,0.0,-10.875639937004168
0.19583333333333333,0.014666666666666666,0.0,-10.875639937004168
0.2,0.014666666666666666,0.0,-10.875639937004168
0.1,0.015333333333333332,15.156786018744254,0.8821728254697789
0.10416666666666667,0.015333333333333332,13.953151470239705,0.8962104661374379
0.10833333333333334,0.015333333333333332,14.755497772687155,0.9118489604911184
0.1125,0.015333333333333332,12.684880651885113,0.9229805675033356
0.11666666666666667,0.015333333333333332,9.854925689654294,0.9271894751581247
0.12083333333333333,0.015333333333333332,6.2188835517524925,0.9601890174041705
0.125,0.015333333333333332,0.0,-10.875639937004168
